0.8934874937	chuyên_gia
0.8902162904	công_nghệ
0.8892819904	toàn_bộ
0.8846807738	gia_đình
0.8833781319	phẫu_thuật
0.8832030029	khoa_học
0.8822128326	xơ_gan
0.8809715445	dinh_dưỡng
0.8796981103	đau
0.8795417171	tỷ_lệ
0.8794027499	thực_phẩm
0.8792290350	vitamin
0.8792240234	khu_vực
0.8783620697	virus
0.8768350909	dịch_bệnh
0.8764631656	đêm
0.8755263018	người_bệnh
0.8745713503	số_lượng
0.8737994587	mẹ
0.8730397843	triệu_chứng
0.8716873313	rượu
0.8716156393	vaccine
0.8712914646	người_dân
0.8707789972	tiêm_chủng
0.8704626869	tác_dụng
0.8702453909	ăn_uống
0.8701545291	bổ_sung
0.8698653178	nghiên_cứu
0.8696281669	hạt
0.8691290448	quốc_gia
0.8688298350	nhân_viên
0.8673417171	hệ_thống
0.8673022600	trái_cây
0.8662781278	cộng_đồng
0.8660695095	rau
0.8653065002	công_tác
0.8649752097	mục_tiêu
0.8644278391	phòng
0.8644091296	thịt
0.8644030916	vận_động
0.8638879027	sữa
0.8638114230	mỹ
0.8634794832	thành_phần
0.8633029904	tổ_chức
0.8632904690	thành
0.8631363957	quyết_định
0.8618245051	thế_giới
0.8617439378	c
0.8611278391	trẻ
0.8610032469	thông_tin
0.8606528122	việt_nam
0.8605643546	cơ_quan
0.8599076620	hạn_chế
0.8594653427	an_toàn
0.8593420790	thành_phố
0.8590829200	theo_dõi
0.8589635880	đáp_ứng
0.8588939835	sức_khoẻ
0.8585403894	khả_năng
0.8584393296	đầu
0.8583661888	tăng_cường
0.8581687294	tối
0.8580983693	kiểm_soát
0.8575384766	astrazeneca
0.8572283056	vắc_xin
0.8572241319	cấp_cứu
0.8570299569	trẻ_em
0.8566475391	bệnh_nhân
0.8563788948	bé
0.8560837418	hô_hấp
0.8554033706	ấn_độ
0.8551443419	da
0.8551126525	đà_nẵng
0.8548946067	nấm
0.8546567540	hà_nam
0.8538397852	hệ_miễn_dịch
0.8537189182	độ
0.8533978501	thuốc
0.8531934777	miễn_dịch
0.8531274531	khám
0.8523441780	đạm
0.8522113576	máu
0.8518405057	covid-19
0.8518202150	cơ_thể
0.8517790448	mệt_mỏi
0.8516730729	bảo_vệ
0.8514090643	hai
0.8509823607	phổi
0.8506429664	dịch
0.8505775039	thường_xuyên
0.8502897669	phụ_nữ
0.8502850997	bụng
0.8502713422	ban_đầu
0.8502029887	chiều
0.8498385944	dự_kiến
0.8495071371	trứng
0.8487715349	thử_nghiệm
0.8485540087	tình_nguyện_viên
0.8485363321	thẩm_mỹ
0.8485271774	sản_phẩm
0.8483909941	đường
0.8482151382	tóc
0.8470451701	bình_thường
0.8466170323	nguy_hiểm
0.8465612397	trung_bình
0.8461404039	muối
0.8458938854	năng_lượng
0.8458765426	hiệu_quả
0.8458252708	lâm_sàng
0.8457499090	thông_báo
0.8455537525	quán
0.8455129465	địa_phương
0.8452104942	bắc_giang
0.8451000665	uống
0.8448400106	chất_béo
0.8447581230	duy_trì
0.8445934048	tinh_thần
0.8445667733	cdc
0.8442205580	khoa
0.8439123636	chân
0.8438174119	hoạt_động
0.8431915619	quản_lý
0.8429037862	khẩu_trang
0.8426494710	giáo_sư
0.8425643719	dữ_liệu
0.8425361993	tập_luyện
0.8422959454	xe
0.8420143162	tiêu_hoá
0.8420033706	xạ_trị
0.8416416796	cơ_sở
0.8412620868	chạy
0.8410390823	chất
0.8406298801	cảm_giác
0.8403747184	nhu_cầu
0.8402220533	ho
0.8399819900	trường_hợp
0.8397521545	phát_hiện
0.8395918306	f2
0.8395180910	tổ
0.8394675266	nữ
0.8392402912	kết_hợp
0.8392345801	vệ_sinh
0.8389085385	đi
0.8387945481	thuốc_lá
0.8383957092	hàng
0.8383609052	xây_dựng
0.8383065939	đại_dịch
0.8381572941	ưu_tiên
0.8381331550	hà_nội
0.8380815426	nam
0.8380583067	ung_thư
0.8379934088	biến_thể
0.8374009181	khách_hàng
0.8369372158	chỉ_đạo
0.8369088035	tim_mạch
0.8368235542	trung_tâm
0.8366801544	trung_quốc
0.8366303937	chương_trình
0.8366120353	nhật_bản
0.8360472061	xác_định
0.8357352583	tphcm
0.8352637846	vàng
0.8352135370	địa_điểm
0.8350350593	nhân
0.8349918800	môi_trường
0.8349789564	hướng_dẫn
0.8347270770	kỹ_thuật
0.8346891442	áp_dụng
0.8346622419	bắc_ninh
0.8344830980	vợ
0.8344661673	xương
0.8343711773	thôn
0.8343693553	hà_tĩnh
0.8343648981	lựa_chọn
0.8339039000	kiểm_tra
0.8337839434	bình_dương
0.8336179519	chuỗi
0.8334826999	bác_sĩ
0.8333477183	thông_thường
0.8333261425	nhiễm_khuẩn
0.8333131421	lá
0.8332900983	chống
0.8332660737	dịch_vụ
0.8328123230	giai_đoạn
0.8328096809	triển_khai
0.8325667580	kế_hoạch
0.8324844085	dạ_dày
0.8324649047	tầng
0.8324456211	giải_pháp
0.8322297681	bệnh_viện
0.8318926474	đẹp
0.8317255414	hàm_lượng
0.8316189972	thận
0.8316115008	đối_tượng
0.8315883714	chủng
0.8315654144	bn
0.8315548978	chăm_sóc
0.8314568681	protein
0.8313355762	tiến_sĩ
0.8312765767	vị
0.8310323352	chứng
0.8308499590	phòng_khám
0.8304674006	công_nhân
0.8302745355	sản_xuất
0.8302395802	rối_loạn
0.8298321396	viện
0.8296069361	biến_chủng
0.8295045456	gạo
0.8294186423	hải_dương
0.8292499133	nguy_cơ
0.8289620243	trường
0.8289452131	hiện
0.8286552891	thông_qua
0.8285628415	điều_trị
0.8284639096	nhiễm
0.8281381344	thức_ăn
0.8280895701	màu
0.8279998440	tập
0.8278957144	cá
0.8276701852	tim
0.8276062443	khối_u
0.8275597775	phát_triển
0.8273973732	song
0.8272819973	khô
0.8265437623	mô
0.8265310238	phản_ứng
0.8263828760	mắt
0.8263271598	vi_khuẩn
0.8262315070	tử_vong
0.8262036598	y_tế
0.8258916626	f1
0.8255471226	bột
0.8255414012	đợt
0.8253042285	trưa
0.8251829449	ngủ
0.8251428056	tích_cực
0.8247395844	giám_đốc
0.8244835535	gan
0.8244128962	yếu_tố
0.8235329910	tổn_thương
0.8234306707	huyện
0.8233678538	loại_bỏ
0.8232585928	tuần
0.8232172636	cố_gắng
0.8229819826	ứng_dụng
0.8228754559	hôm
0.8227379570	xét_nghiệm
0.8227250835	địa_chỉ
0.8224675709	chất_lượng
0.8223514203	mặt
0.8223009812	toàn_cầu
0.8217132223	lây_nhiễm
0.8214898060	báo_cáo
0.8213746680	mức_độ
0.8213653251	khu
0.8210338390	bệnh
0.8209807615	thành_công
0.8209633705	viêm
0.8209377816	cháu
0.8203124821	đông
0.8201576667	chẩn_đoán
0.8199911758	tp.
0.8197746085	lưu_ý
0.8195867382	công_an
0.8193117535	cholesterol
0.8192220631	tỉnh
0.8192112523	đại_diện
0.8191473358	phương_pháp
0.8189040687	đau_đầu
0.8188388259	đỏ
0.8177747366	lạng_sơn
0.8161431948	thay
0.8160867410	xã
0.8160612162	di_truyền
0.8159279231	đột_biến
0.8155820679	f0
0.8150549933	hàn_quốc
0.8147449763	chính_phủ
0.8146630410	đội
0.8146455728	liều
0.8146268313	lao_động
0.8143421344	ncov
0.8141656881	tế_bào
0.8139923856	phường
0.8137248462	pfizer
0.8136889069	bộ_phận
0.8133844847	hồ_chí_minh
0.8130914463	đậu_nành
0.8129583395	kết_quả
0.8128140650	đôi
0.8123329553	nguyên_nhân
0.8121638561	sốt
0.8120583952	ngực
0.8120063909	châu_âu
0.8119723010	nghiêm_trọng
0.8118862102	b.
0.8118590492	tư_vấn
0.8117261374	củ
0.8114399690	ngăn_chặn
0.8112697675	bữa
0.8110443741	diễn_biến
0.8109274898	chứa
0.8106829603	khuyến_cáo
0.8106058435	long_an
0.8105328065	tiểu_đường
0.8104566985	mỡ
0.8104532262	ghi_nhận
0.8103332775	covid19
0.8103050825	ca
0.8101268846	căng_thẳng
0.8100628033	dưỡng_chất
0.8096902571	hôm_nay
0.8096157603	trưởng
0.8093650596	chung_cư
0.8093046945	chi_phí
0.8092889472	tự_nhiên
0.8091753113	đoàn
0.8087534529	cải_thiện
0.8086128348	canxi
0.8083490066	quảng_ninh
0.8083306995	phong_toả
0.8082522069	moderna
0.8081551322	…
0.8081443431	giải
0.8079190986	tiến_hành
0.8076613064	độc_tố
0.8068615010	chữa
0.8066106355	cân_bằng
0.8065711281	con_người
0.8065465908	trà
0.8063931805	toàn
0.8063718080	sống
